seed,method,n_train,accuracy,exploitation_rate,avg_reliability,avg_curl_ratio,avg_harmonic_ratio
45,harmonic_only,2835,0.9291005291005291,0.08,0.8798747633610019,0.12012523663899811,7.651504644735601e-30
45,curl_only,2796,0.9406294706723891,0.08,0.9221764346764346,0.032493894993894996,0.04532967032967033
45,reliability_score,2631,0.9494488787533257,0.08,0.9659632294164668,0.03403677058353318,8.380845192150371e-30
46,raw,3000,0.9213333333333333,0.102,0.8386236739251816,0.1324818537130095,0.028894472361809045
46,harmonic_only,2885,0.9265164644714038,0.102,0.8635762541325285,0.1364237458674716,6.295751874075709e-30
46,curl_only,2757,0.9441421835328255,0.102,0.9336285936285936,0.034203574203574214,0.032167832167832165
46,reliability_score,2642,0.9504163512490538,0.103,0.9646596017983302,0.03534039820166989,7.009597926777165e-30
47,raw,3000,0.925,0.063,0.8702520189362296,0.09591339459760513,0.03383458646616541
47,harmonic_only,2865,0.9298429319371728,0.125,0.9007277705721287,0.09927222942787145,1.182432684505395e-29
47,curl_only,2841,0.9380499824005631,0.339,0.9321625652498137,0.031595824011931395,0.036241610738255034
47,reliability_score,2706,0.9453067257945307,0.176,0.967216032188177,0.03278396781182297,1.2682595530003363e-29
48,raw,3000,0.9216666666666666,0.085,0.8585012594458438,0.10371536523929474,0.037783375314861464
48,harmonic_only,2850,0.9280701754385965,0.085,0.8922120418848168,0.10778795811518324,6.023837567794007e-30
48,curl_only,2823,0.9376549769748495,0.085,0.9274149659863947,0.03176870748299321,0.04081632653061224
48,reliability_score,2673,0.945379723157501,0.085,0.9668794326241135,0.033120567375886534,6.511455607720017e-30
49,raw,3000,0.9223333333333333,0.076,0.8534600389863548,0.10393344472291842,0.042606516290726815
49,harmonic_only,2830,0.9265017667844523,0.415,0.8914412449098313,0.10855875509016871,8.366088024039195e-30
49,curl_only,2823,0.9362380446333688,0.267,0.9215982559013682,0.03239362501879418,0.046008119079837616
49,reliability_score,2653,0.943083301922352,0.4,0.9660441292356187,0.03395587076438141,9.049724187253808e-30
