seed,method,violations,goal_rate,final_return,n_hardened_regions
13,conformal_sgpo,51,0.0033333333333333335,-25.956151745807823,2
14,conformal_sgpo,9,0.0033333333333333335,0.007887094607327682,1
15,conformal_sgpo,23,0.0,-0.06878268901918957,1
16,conformal_sgpo,66,0.0,-30.114457397064328,1
17,conformal_sgpo,9,0.0,0.8911571233475977,1
18,conformal_sgpo,131,0.0,-22.618573862873788,7
19,conformal_sgpo,58,0.01,0.5662328759901976,1
20,conformal_sgpo,104,0.0,8.413927332742176,2
21,conformal_sgpo,68,0.0,1.1849323175877047,2
22,conformal_sgpo,33,0.0,1.1019511348751452,1
23,conformal_sgpo,5,0.0,0.038619185627233606,1
24,conformal_sgpo,134,0.0,0.530999616900679,3
25,conformal_sgpo,8,0.0,-2.2749402104149676,1
26,conformal_sgpo,68,0.0,0.2442547299213805,1
27,conformal_sgpo,15,0.0,-45.98784159502909,1
28,conformal_sgpo,20,0.0,0.5760373409828482,1
29,conformal_sgpo,123,0.0,-25.625814831079246,4
30,conformal_sgpo,58,0.0,-0.07016269585054513,2
31,conformal_sgpo,18,0.0,2.5040036362457974,1
32,conformal_sgpo,101,0.006666666666666667,0.22352440988439262,3
33,conformal_sgpo,80,0.0,8.816369880252246,1
34,conformal_sgpo,69,0.0,-26.1738247119412,1
35,conformal_sgpo,99,0.0,-0.15438246536555664,3
36,conformal_sgpo,13,0.0,0.47520456593413224,1
37,conformal_sgpo,278,0.0,0.7664250911300903,3
38,conformal_sgpo,35,0.0,0.4902041211679348,1
39,conformal_sgpo,23,0.0,0.8580932759327967,1
40,conformal_sgpo,53,0.0,9.273298839125212,1
41,conformal_sgpo,118,0.0,-87.98856551983326,2
42,conformal_sgpo,10,0.0,5.258631171501691,1
43,conformal_sgpo,6,0.0,2.8997217177759866,1
44,conformal_sgpo,13,0.0,5.068570602320466,1
45,conformal_sgpo,48,0.0,0.9582268770424693,1
46,conformal_sgpo,4,0.0,0.5624063739528047,1
47,conformal_sgpo,4,0.0,2.105663765430996,1
48,conformal_sgpo,26,0.0,1.8291596668631183,1
49,conformal_sgpo,158,0.0,11.991323357609636,3
0,conformal_sgpo_anis,12,0.0,-0.03295949548025462,1
1,conformal_sgpo_anis,10,0.0,7.175691382503287,1
2,conformal_sgpo_anis,6,0.0,3.1127550841115,1
3,conformal_sgpo_anis,31,0.0,-0.3427144746838888,1
4,conformal_sgpo_anis,20,0.0,0.6141720982699306,1
5,conformal_sgpo_anis,142,0.0,7.325042777713609,2
6,conformal_sgpo_anis,92,0.0,-0.34268643240769125,3
7,conformal_sgpo_anis,54,0.0,-28.683723293274106,1
8,conformal_sgpo_anis,131,0.0,-1.4873653727035008,1
9,conformal_sgpo_anis,113,0.006666666666666667,5.989870852803916,2
10,conformal_sgpo_anis,40,0.0,1.1418700807024196,1
11,conformal_sgpo_anis,73,0.04666666666666667,-23.092805496306692,2
12,conformal_sgpo_anis,26,0.0,2.4694912379428824,1
13,conformal_sgpo_anis,9,0.0,-25.425263343174382,1
14,conformal_sgpo_anis,9,0.0033333333333333335,0.09359714296168707,1
15,conformal_sgpo_anis,68,0.0,0.6305285267848277,2
16,conformal_sgpo_anis,50,0.0,1.1105259485758836,1
17,conformal_sgpo_anis,29,0.0,5.129585580948985,1
18,conformal_sgpo_anis,23,0.0,1.092789795046758,1
19,conformal_sgpo_anis,11,0.0,-0.3804913552040076,1
20,conformal_sgpo_anis,42,0.0,6.9570293704198845,1
21,conformal_sgpo_anis,74,0.0,-44.057821361103734,3
22,conformal_sgpo_anis,10,0.0,0.5834378093016784,1
23,conformal_sgpo_anis,3,0.0,0.28178782696847837,1
24,conformal_sgpo_anis,25,0.0,7.720251112592255,1
25,conformal_sgpo_anis,8,0.0,0.4502125349572904,1
26,conformal_sgpo_anis,149,0.0,0.3659331586364034,3
27,conformal_sgpo_anis,65,0.0,0.6458520415845866,1
28,conformal_sgpo_anis,47,0.0,0.15041759971062632,1
29,conformal_sgpo_anis,32,0.0,7.452948895113511,1
30,conformal_sgpo_anis,30,0.0,5.347429321842637,1
31,conformal_sgpo_anis,90,0.0,-8.019823503430208,2
32,conformal_sgpo_anis,13,0.0,0.17887732500747655,1
33,conformal_sgpo_anis,61,0.0,3.1252200120593336,2
34,conformal_sgpo_anis,67,0.0,0.02996172730036541,1
35,conformal_sgpo_anis,21,0.0,0.08389333440934987,1
36,conformal_sgpo_anis,33,0.05,-13.503269925330187,1
37,conformal_sgpo_anis,98,0.0033333333333333335,-7.540411937821486,1
38,conformal_sgpo_anis,59,0.0,-0.5412666215610153,1
39,conformal_sgpo_anis,51,0.0,-51.10283827009849,2
40,conformal_sgpo_anis,27,0.0033333333333333335,-22.090589197928807,1
41,conformal_sgpo_anis,78,0.0,0.5033204141182097,2
42,conformal_sgpo_anis,11,0.0,5.898564628915367,1
43,conformal_sgpo_anis,43,0.0,-0.04516367275687465,2
44,conformal_sgpo_anis,19,0.0,1.6118163543783135,1
45,conformal_sgpo_anis,23,0.0,7.875473240335915,1
46,conformal_sgpo_anis,4,0.0,0.39135827401355544,1
47,conformal_sgpo_anis,4,0.0,3.066600820479972,1
48,conformal_sgpo_anis,40,0.0,0.18361602007777197,1
49,conformal_sgpo_anis,47,0.0,-0.12099952447545238,1
