gpo_mean,gpo_std,ppo_mean,ppo_std,cpo_mean,cpo_std,baseline_mean,baseline_std,n_scenarios
5.46,2.965866422542262,5.34,2.396209127313011,4.46,2.965866422542262,5.22,2.9114195225634583,100
